,label,sentence
3334,anger,i felt angry when i failed in an exam about which i knew quite a few things and i did not deserve to be plucked
3335,sadness,i got separated form my closest friend he went to work abroad
3336,shame,when i proposed love to a girl and she turned me down
3337,shame,when i met a friend of mine after several months
3338,anger,"i had an appointment downtown , and the person in question was half an hour late"
3339,guilt,it is some years ago when my mother found me stealing relish in the pot it was fresh fish which was very appetising
3340,joy,"two years ago , somebody i like very much wanted to give up his studies i tried to make him understand the importance of what he was going to do , not only of the difficulty to find a job but also because he will decrease his culture etc this person made the test to the college entrance examination and to our great joy we found out that he succeded in entering at the university"
3341,sadness,i was watching a sad film and it affected me deeply
3342,shame,"truely , i got very ashamed when my brother was sent out of business machines limited company due to improper handling of the office equipment in sales services"
3343,shame,"when i was found urinating , behind a toilet instead of inside it , by my class mates and the teachers i was told to pick up my own urine from the wet soil , i did it"
3344,anger,when i had been obviously unjustly treated and had no possibility of elucidating this
3345,disgust,when my sister ' s boyfriend accused her of having been sleeping around
3346,joy,i was emotionally happy when i was in love with the girl i had longed for
3347,fear,"being very close to having an auto accident , almost driving off the road"
3348,sadness,at end of school function to celebrate ? leaving friends who i ' d known for up to 12 years
3349,shame,a friend of mine was shouting at me in a group of juniors
3350,anger,"being insulted in front of my parents , and they believed other people ( those insulting me )"
3351,guilt,fight with my mate after a quarrel
3352,shame,when i noticed that a person i found attractive had seen me picking my nose
3353,guilt,"a very close friend of mine invited me to spend the holidays with him he was very kind , good and understanding however it turned out that he had two of his cousins at his place he , however gave me everything i needed even transport money"
3354,anger,when i discovered that the people i trusted most were talking behind my back
3355,sadness,i was sad to hear that my brother had a motorbike accident
3356,joy,i felt joy when my two twin sisters were born
3357,guilt,when i hit my young sister without a valid reason
3358,joy,i am happpy when i get good results in the field of academics or athletics
3359,disgust,when my room mate made a mess of the room after having drunk the whole night at a graduation party ceremony
3360,sadness,a friend of mine told me that my boyfriend had been with another girl this summer we had been going out together for four years and we had not done so for the last three months i could not believe it
3361,disgust,at the police centre a man between 40 50 was brought in he was very drunk and in all likelihood had not slept indoors for a long time and had relieved himself in his trousers
3362,sadness,my elder sister scolded me in front of my younger sisters and cousins she said that i was very lazy and i felt so sad that i cried myself to sleep
3363,fear,"when i had to give a speech about some historical event , to an audiece of about 200 people my own age whom i did not know"
3364,joy,on meeting an old friend of mine
3365,sadness,when my brother ( 5th in the family ) passed away
3366,disgust,robbery mentioned under sadness
3367,shame,the girl with whom i was going around had been forbidden to be alone with me in the house we paid no attention to this prohibition but one day her parents appeared and i jumped out of the window they saw me
3368,sadness,some months ago my wife gave birth to twin sisters she had no idea of looking after babies and she felt quite oppressed the fact that i couldn ' t help her caused grief to me
3369,anger,it was when i discovered that my boyfriend had another girl i discovered it through a letter he wrote to the girl when he was away when i asked him he accepted it
3370,disgust,when i read racist slogans on the walls
3371,guilt,when i lied at home i told them that i was going to a christian meeting and i went to see my boyfriend instead
3372,sadness,i saw a lot of starving people in a t v news report
3373,disgust,"once when i had started to write a paper , there was a phone call for me i had to go downstairs to receive it and after the conversation i discovered that all the information had disappeared from my mind"
3374,shame,in a play ( secret friend ) during the time of the high school i had to give a present to a boy and i was very ridiculous because of this
3375,shame,teacher suspected me stealing money
3376,anger,when people harrass me i feel oppressed by their behavior
3377,guilt,"i was of the opinion that 12 00 pm was too early to be back at home after going out , so i stayed away longer , knowing that my mother would be worried"
3378,fear,"fear overwhelmed me when right against the car i was in i saw another one , as if out of control of the driver"
3379,anger,"i was angry when my sister began to talk nonsense and to laugh at the way i swept the room my anger grew ( i tried to control myself ) after telling her to leave me alone , i vented my anger on her as she did not obey me"
3380,fear,"after seeing a horror film omen i could not sleep at night even though i closed my eyes the last scene of the film kept coming back to me , i seemed to hear the girls in the film shouting at the devil the devil did not have any expression on his face and i thought that he would choose me"
3381,joy,i was very happy when i got an attractive summer job
3382,anger,"i was angry at my brother over an argument we had together we do have a few fights from time to time , and also at times i take out my anger on him"
3383,guilt,when i had beaten my auntie
3384,sadness,when i was trying for a girl who i really liked and cared for and thought she felt the same way too but she didn ' t like the idea and just wanted to stay friends
3385,joy,my last genetices midterm a decent grade
3386,fear,"when one has arranged to meet someone and that person arrives late , in the meantime one starts thinking about all that could have gone wrong e g a traffic accident"
3387,guilt,family discord and uneasiness due to something i did not communicate on time
3388,shame,i greeted and embraced the wrong person thinking that it was my friend
3389,sadness,when i first heard that tage dannielsson had died
3390,joy,talking to a close friend
3391,fear,"a near accident in a car , driving too fast on an icy road"
3392,disgust,i had a very good friend ( boy ) and i thought i could rely on him but he behaved badly with a girl who used to trust us completely
3393,joy,on my birthday a friend came to see me unexpectedly and brought me flowers i usually do not see her very often
3394,guilt,when i had lied to a friend son about some things we had discussed and i had to be one better
3395,disgust,"in the army , i had been in hospital for two weeks and as soon as i returned to the company , a sergeant ordered me to fetch a load on the tractor trailer"
3396,disgust,"i deliberately avoided a person who i wanted to hurt , and who wanted to talk to me"
3397,guilt,"by fun i had a tussle with my sister suddenly i obviously hurt her unintentionally and she ran out of the room , crying"
3398,sadness,the death of my twin sister suicide
3399,shame,since i ' ve been here i haven ' t written to any of my relatives i got a letter from my mom telling me how upset my grandparents are from not hearing from me
3400,guilt,when i think that i have been too stict or narrow minded towards my students
3401,sadness,"i felt very sad when i had to give up something that by right was mine and although i didn ' t get it , a kind of suvenir that people don ' t give you the right to have"
3402,shame,a young visitor to the house stole money from an elderly visitor ' s purse it wasn ' t noticed for some hours
3403,fear,"on embarking on university life i came from a different city and did not know anybody at the uni i was frightened because my well known and loved friends , also all my security had been taken away"
3404,guilt,"i felt guilty when i skipped a two hour practical class i knew i would miss out on more information which i did not know , but i couldn ' t cope with going"
3405,sadness,"after i had lived with my boyfriend in a foreign country for half a year , i saw that it was impossible for me to stay with him ( for economic reasons ) we separated although i loved him"
3406,shame,when my friends were rude to a girl
3407,shame,i got into a tight pair of trousers and examined myself in the mirror my back looked unpresentable and i felt ashamed at my wanting to wear those clothes that day i quickly changed into another dress
3408,joy,"at a choral concert i appeared as a solist the concert5 was very good , i forgot all the hard work that had been done before there remained only an undescribable joy and a feeling of warmth , security etc"
3409,disgust,my elder sister forced me to do a few things which i did not like to do
3410,fear,waiting for a taxi when within 1 2 an hour two separate people challenged me to fight for no apparent reason except they were drunk
3411,shame,not doing my share of the work for the house job
3412,disgust,saw my brother in law insulting my sister
3413,fear,when the relationship with my first girlfriend broke up and i realized it too late
3414,disgust,reading literature on aids homosexuality
3415,joy,when i fell in love
3416,fear,i overturned in a canoe a few years back and i didn ' t know how to swim although i had a life jacket on i still panicked
3417,shame,"as a little girl , i was sick in the middle of a school day and i vomitted in the basin of the classroom"
3418,disgust,when i saw a spider
3419,sadness,when i noticed that my parents were not in such a prosperity as most people in my surroundings
3420,anger,i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger
3421,guilt,"the greatest guilt i felt and i didn ' t know if it was really justified is that when i was a child i had a brother very close to me he became ill , and asked me to see him in the hospital i didn ' t go , when his situation became worse in the u i t ( unity of intensive therapy ) i went and he died"
3422,anger,one of my colleagues accused me of having stolen his iron and i was sure that i had done no such thing
3423,guilt,when i demand too much from my friends
3424,anger,"we hitch hiked our way back from a town rather drunk we were dropped in another town which was unknown to us i needed to urinate , so i did it on a wall which turned out to belong to the military headquarters they arrested me and made me pay a fine of 500 pts we had to go home on foot ( 6 km ) since it was too late for anyone to give us a lift"
3425,disgust,someone told me he was chosen for the english lectures because he was a good friend of the class leader
3426,disgust,"during the week end at home , my mother fries greasy and unhealthy meat dishes which make me feel sick"
3427,shame,"i feared that i would have to describe my sexual life to an older , strange woman"
3428,guilt,i felt guilty after i battered to death a classmate of mine
3429,disgust,when i woke up one morning and went to the kitchen i discovered that our dog had diarrhoea there were small piles all over the floor and the smell was choking
3430,disgust,when my elder brother failed form five in 1968 when i was 5 years old
3431,anger,i work at a petrol station when there is a foreigner who wants petrol my collegues treat him very impolite
3432,joy,after a weekend at a seminar i saw my husband again i hurried home hoping he would be there we embraced i enjoyed feeling his body
3433,disgust,"when we complained about the uncleanliness of the work place , the authorities agreed to have the place cleaned even after 2 3 days nothing had been done i felt disgusted at the whole situation"
3434,joy,"when i get something that seemed very hard like getting a job , a boyfriend , etc a specific sutuations , was when i started to date a boy whom i liked for a long time"
3435,anger,arriving home from work after a long and tiring day to find no dinner prepared as i had expected
3436,disgust,i feel disgust when hearing or seeing other people being treated inhumanely for example torturing in chili
3437,disgust,"when thieves broke into our house , i was disgusted by their behaviour they did not find anything so they broke things like the windows , glasses etc"
3438,sadness,when summer is over and i have to leave the town where i spend my holidays
3439,disgust,a drunken man forced me to kiss him
3440,sadness,a close friend decided to stop with his study and to go back home
3441,guilt,"in the begining of teenage , on the matters of sex speaking about sex"
3442,sadness,a person died ( not really a friend )
3443,disgust,saw chinese people flattering foreigners
3444,fear,"i awoke at night and did not remember dreaming about antthing in particular i just felt oppressing fear , it was dark and all the others were sleeping"
3445,joy,when i discovered that i and my friend would be licensed at the first call this emotion was accompanied by a great relief it was the coronation of a year of sacrifice and extrene discipline
3446,shame,failed in a piblic argument
3447,guilt,i forgot to convey an important announcement
3448,anger,"when a colleague asked me for help at work , despite the fact that he had more time to do it than i had"
3449,shame,when people next to me play the fool
3450,guilt,two timing going out with 2 guys at once ( secretly )
3451,joy,i had a dream i had a very close friend who had several stone houses in the new territories ( villages ) but they did not have much furniture he took me to see his fields ( i had never seen them before ) and there were several inches of clear water on which the sunshine was reflected i wanted to sit among the short green plants in the fields but was afraid of treading the plants to death my friend said they will not die and i sat down happily and my trousers did not get wet
3452,shame,"when my boyfriend revealed that he knew that i had discovered things of an important nature about him , i felt ashamed as i had not mentioned it earlier"
3453,fear,"when i missed crashing , by a hair ' s breadth , into a man who came out 20 metres ahead of me when i was driving at 110km h"
3454,sadness,when my elder sister died
3455,anger,while i was away for the weekend some friends went into my room and played my very expensive stereo without asking me or my roommate
3456,fear,i felt the above condition when i took my brother ' s bicycle to a market and unfortunately the bicycle was stolen and i didn ' t know how i could tell the owner about the stolen bicycle
3457,guilt,"when i behaved improperly fought in a public place afterwards , i felt guilty about my conduct"
3458,anger,there was a cup final match between limbe leaf wanderers and silver strikers and someone promised to give me some money for admission fee to watch this game unfortunately he did not give me
3459,disgust,when i heard that my sister had shouted at my friend ' s cousin at their place
3460,anger,when one is unjustly accused of something one has not done
3461,disgust,when i see people who have no sentiments
3462,fear,once i woke up in the middle of the night and felt frightened as everyone else was sleeping and i could not even go to their room
3463,shame,it was my birthday and all the members of the group made me a surprise in a public place at 10 p m giving me flowers and suvenirs
3464,shame,i am ashamed of the horrible way i used to treat my little sister
3465,anger,"at the hardware store , trying to convert imperial to metric measurements , i made a mistake , and didn ' t buy enough tiles for the bathroom i was angry at myself , because i hope to be a maths teacher"
3466,joy,when i saw that the mark i had obtained in an exam was a good one
3467,sadness,when i lost my grandmother she had been my guardian after the death of my father
3468,shame,when a friend from whom i preferred to hide my private life discovered that i had relations with a man
3469,guilt,some time ago i slapped my son without trying to understand who the real culprit of a damage was after that i felt guilty and bad but it was too late
3470,guilt,my mother wrote me and said that i would not writ enough letters home
3471,disgust,when a close friend of mine maintained a relationship with me till she needed me and broke it off when she did not need me she behaved life a really selfish person
3472,joy,"on our way to france , my girlfriend and i went to verona by chance we met an italian couple they gave us two tickets for the dress rehearsal of aida it was a different world for us full of fascination after the representation we ate a phantastic pizza in a restaurant near the arena"
3473,guilt,"once , my friend and i went to the tai 60 to cycle my mother had told me not to go unfortunately i broke my pectoral girdle and had to go to hospital when my mother came to see me i felt guilty as i had not listened to her and i had to soon sit for a public examination"
3474,anger,when i damaged my wristwatch which i liked very much
3475,sadness,there was a conflict of interest between me and a close friend of mine he only thought about his own interest and not about our friendship this behaviour hurt his friends another incident is when a friend isolated himself without giving any reasons
3476,anger,"one day my elder brother badly scolded my father this was the first time that i heard such abusive language from my brother i requested him humbly not to use this kind of language but he did not care for what i was saying finally i picked up an axe to use against him , in the meanwhile people intervened"
3477,joy,i felt joy when i entered at the university
3478,fear,i was sitting on the bus coming back from school a man from nearly forty years sat beside me after a while i looked at him and saw that he was looking at me with opened throusers and holding his penis
3479,anger,when i was left by the person i loved without any reason
3480,disgust,"when i heard that one of my good friends , when at a party , had got herself involved with some very undesirable characters and was experimenting with drugs"
3481,anger,during a fight with my best friend
3482,joy,after i saw my family and good friends back after staying one year in a foreign country
3483,shame,"i tried to pass an examination particularly well , but i did it worse than ever i felt ashamed"
3484,shame,i found i was pregnant and unmarried
3485,sadness,all my friends arranged to go for an afternoon snack and they did not tell me they told me that they did not have my phone number but i do not think that this was true
3486,disgust,to go through the underground way at suburb station of lapa poor people and the ambulants badly dressed up in a passage badly kept
3487,disgust,when i saw a scene on t v where a castration was shown
3488,joy,success in university entrance examination
3489,sadness,i was driving near my girlfriend ' s house and i decided to keep going because it was late and i would be back in the next few days anyway the next day she was killed in a road accident
3490,sadness,my girl friend left me
3491,fear,"the first day that i was close to a dead body , in my third year at unza , school of medicine"
3492,guilt,losing my temper to my sister
3493,guilt,a friend of mine had a bicycle accident because i pulled at his handlebar
3494,guilt,something very unpleasant happened when i was a soldier and i was directly involved in it
3495,disgust,some time ago a girl tried to make me up without any action of my part she used all possible means although i behaved refusingly she did not give up for a longer time
3496,disgust,close friends talking badly of other friends
3497,shame,"when i was 10 , i got busted for stealing a candy bar"
3498,disgust,i felt disgusted when my appointment to meet the e n t specialist had been turned down the specialist came from u k and went the same day and we do not have one
3499,guilt,i left a boy with whom i was going around without giving him any explanations
3500,fear,i was walking home late at night from lectures and someone deliberately started following me it was dark and i was scared
3501,disgust,i saw a physically handicapped young man whose spittle ran out of his mouth while speaking
3502,disgust,a brother from one of the christian fellowship often phoned me and talked to me for half an hour or more however there was nothing important in the conversation and i found the person very disgusting
3503,shame,"my teacher reminded us not to do a summer job , however i did it for two months yesterday i was chatting with my teacher and when we talked of the summer job , i felt ashamed"
3504,shame,"when i had slept with a boy for the first time i felt ashamed for three reasons first , because i was only 13 years old , second , because i did not really like him , third , because he had caught me napping"
3505,fear,"when i was walking down the street , some boys showed me a knife and stole all my money"
3506,shame,i once proposed my own niece whom i did not know but i discovered after she was my girlfriend
3507,guilt,i had promised myself that i would do one good deed every day one night i saw a beggar whose muscles had been atrophyed i walked passed him thinking that he was feigning later i realized that he had not been pretending and i had a feeling of guilt as i had not kept my promise
3508,anger,"and she said absurd things , false things that filled my ears and inflated my head which seemed to be caught in a carcass where the heart wanted to explode and where the arm wanted to knock down the world"
3509,guilt,i broke the gutar of a colleague but as it happened in a moment when nobody was present i could escape from the guilt
3510,disgust,nothing
3511,shame,"again , a quarrel had come up in our difficult relationship my life partner threw all the books off the shelf i am sure that it disturbed our neighbours since this happened late in the night"
3512,joy,"when my uncle gave me my first year ' s results i opened the envelope and my eyes ran into two b in ec110 and m160 , this meant that i had qualified for a major in economics"
3513,sadness,when i learnt that my close friend was going to immigrate
3514,joy,being invited out by a person i wished to get closer to he telephoned and invited me to go out with him the next night
3515,sadness,"when i left new york , and all my family and my friends behind me"
3516,fear,"when , as a child , i was nearly knocked down by a car"
3517,fear,when i was first taken to the dissection room where i found 10 dead human bodies
3518,joy,when i passed an important exam
3519,anger,at the end of my holiday job i got less money than was due to me and nobody mentioned anything about that
3520,disgust,no response
3521,anger,"one morning i was standing at the bus stop and the bus passed by without stopping , even though there were only 8 10 passengers inside i felt angry at the rude behaviour of the bus driver and conductor"
3522,guilt,i told my parents ( or more realistically ) would not do what they wanted me to do anymore i guess i sort of betrayed them after all they had done for me
3523,joy,scoared a goal in a football match
3524,shame,"my first real experience with a boy we were alone i was quite young and pretty naive and he was pretty crude and real , sort of , macho it was dark , at night during the summer and we were talking"
3525,anger,at a cash desk where i had gone to buy 16 rolls of kitchen paper at a reduced price after queuing with screaming children it turned out that i had taken two 8 roll packets instead of the one 16 roll packet to which the rebate applied the assistant said you will have to get it another time
3526,joy,when i won a trip to greece in a competition
3527,disgust,"i once saw an old man up the road , fossicking through the rubbish bins and the gutter i was really disgusted at first but i ' ve seen him a few times since then and now i feel really sorry for him and i often give him cigarettes when i see him , because he mainly goes after cigarette butts and it is revolting"
3528,fear,there was an earthquake for several minutes and i was on the eight floor
3529,anger,when present boyfriend ' s mother approached my parents and self to leave her son alone as she did not want me for a future daughter in law
3530,shame,when my friend let my personal matters be publicaly known
3531,joy,always when i am well succeded
3532,disgust,when i tried to explain to my child as to why there were magazines wiith naked girls on them at the kiosk
3533,joy,i had just moved to the town where i study and i got a postcard from a good friend ( from my home town )
3534,fear,i had an important amount of money with me and felt fear of being assaulted
3535,guilt,breaking the left hand indicator box by moving too close to structure
3536,anger,it was when my friend had stolen my money ( k10 ) and had disappeared
3537,fear,"while tramping on a narrow path two of us were confronted by a woman with two snarling dogs , demanding we get off the property via a flooded river !"
3538,joy,when i was selected to this university despite my having studyied in difficulty throughout my secondary school days
3539,shame,"i was in my room , i just heard that my uncle had been caught in somebody ' s house with somebody ' s wife he had to appear in court i went to see what would happen to him"
3540,shame,"when i was in the 12th standard , i could not speak english one day , while talking with my relatives i used a wrong word and my cousin corrected me , believing that i did not know english i really felt ashamed then"
3541,disgust,"when i dined with my new friends , one of them kept reminding us that he was superior"
3542,shame,not chosen for all english classes
3543,sadness,after receiving the grade on the paper mentioned in fear
3544,guilt,"i live with my boyfriend , we have a close relationship , i fell in love with another man"
3545,anger,my mother read a letter that a friend of mine had written to me telling me how she had got drunk the last time
3546,guilt,when a mistake occurred at work which i was not responsible for this was disclosed later
3547,shame,"when i talked to a psychotherapist for the first time , i started to cry first i talked to him but he did not say anything and after a while i was crying"
3548,guilt,no response
3549,joy,can ' t remember specific event besides just being moderately happy until a year or so ago
3550,fear,this was what i felt when my boyfriend went to bourgas to study there i had the feeling i would lose him anyway the distance plovdiv bourgas seemed to me so great
3551,disgust,someone not responding to my criticism
3552,anger,my boyfriend told me that i had very high demands towards him in my opinion this was wrong
3553,disgust,i attended a ceremony in denmark which is comparable to our halloween they build a large bonfire and place a life size dummy of a witch the crowd cheered when the dummy burst into flames
3554,anger,i was badly beaten up by one of my friends during a wedding party
3555,sadness,when the result of a project work was treated nonchalantly intead of being criticized by the teacher
3556,fear,when it was found that i had gone out of the school premises without permisssion and at the wrong time
3557,guilt,i felt guilty when i was given a prize which belonged to someone else
3558,guilt,when i didn ' t notify someone that he was summoned by a headmaster and as a result he ended being on a heavy punishment
3559,anger,when some friends betrayed my friendship
3560,fear,when the week for exams came i got afraid as to how i would tackle the questions
3561,guilt,i went to a friend ' s baptism as she became a christian after me and i realized that she was more enthusiastic about her spiritual life than i was when i was with my brothers and sisters of christ i had a guilty feeling which could not be dismissed easily when pepole asked me as to when i would be baptised my guilt feeling deepened
3562,fear,"i felt so afraid when dad fell ill , he had never suffered from that disease since and i had never seen him as he was"
3563,anger,when my room mate locked up the keys of my room in our room after i had told her that i was only in the bathroom having a shower she left and i had to do without supper
3564,joy,"i went to buy a bicycle with my father when i wanted to pay , my father took his purse and payed"
3565,disgust,"my dog had been run over and died near the house we had to pick him up , cold and glassy eyed , to get rid of the corpse"
3566,guilt,when my uncle and my neighbour came home under police escort
3567,anger,insulted by some stupid people
3568,joy,"when the person that i was very fond of , returned to me"
3569,anger,when someone told a secret i told them not to tell
3570,fear,"when i have to leave the baby in the carriage and go shopping , i fear that something will happen to the baby"
3571,guilt,my father had been alone for a long time because my mother and sister were on holiday i had not seen him for a long time and when i finally called him i realized that he had been very sad about that
3572,shame,"when i had not prepared my contribution to the group as thoroughly as the other members , with the result that the overall result was poor"
3573,anger,when a close friend failed to live up to the expectations i had of him thereby causing pain to his spouse i believe that my anger was probably a reaction of fear that i wouldn ' t be able to live up to my own expectations
3574,disgust,when i nearly walked on a blindworm and then saw it crawl away
3575,sadness,my grandfather died thirteen years ago
3576,guilt,when i cheated my father about the book allowance at university he discovered that we were given k150 per year for books
3577,guilt,i can positively say that i have never done anything that made me feel guilty
3578,anger,i locked myself out
3579,anger,the stories about the way my grandmother treated my mother
3580,sadness,i remember being sad whe my aunt ' s child died ( 2 days old )
3581,disgust,someone smoking on electric train ( electric trains are non smoking ) with alcohol smell coming from person
3582,disgust,when i entered the wound intensive care at the central hospital in blantyre which was stinking
3583,anger,that a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law
3584,joy,"after being depressed because of a very bad relationship , my first love called me and told me that he would always care for me no matter what i did"
3585,guilt,"when i see that my mother forces my little brother ( 15 years ) to work very hard for school i don ' t agree that she constantly puts him to work , but i don ' t tell it to her , so nothing changes"
3586,anger,at an office an application that i had made was turned down because of a scrupulous interpretation of the rules
3587,anger,my girl friend did not understand me i was angry with myself because i had problems when we seperated i could not resign myself to it
3588,sadness,"when my grandfather was sick , and died i felt more sad , though , when he was sick"
3589,disgust,disgust with a subordinate
3590,anger,"at the hairdresser ' s , i got two stains of dyestuff on my new trousers these stains are not removable , so i cannot put on the trousers again"
3591,joy,i felt joy when i saw my daughter after a separation of twenty days
3592,sadness,when i watched the t v programme called the living planet and saw the far reaching environmental destruction caused by man
3593,shame,no response
3594,shame,"generally , when i am late in attending to matters ( for example paying bills )"
3595,disgust,i was stopped from entering a party while i was at school but i had an invitation card with me this was done because they said i was too young to join elderly people
3596,anger,i was walking on a street alone in the afternoon when there were not too many people on the street a couple of guys were following me and i was ignoring them suddenly one of them came in front of me and started using dirty language and harrassing me i got very angry and wanted to strike back at them
3597,sadness,laziness makes one sad
3598,fear,"the time i drove my uncle ' s car , without having asked for his permission it was the first time that i was driving a car"
3599,fear,i was on my surf ski rather large waves to strong current separated me from my ski and we both began to drift slowly ( actually rather quickly ) away to sea the direction i was drifting in was taking me straight over a reef on which rather large sharks were constantly being caught ( i was alone with no one to help me )
3600,sadness,"when i realized the burden it was for my mother to look after all of us , all by herself"
3601,joy,"yesterday , when the final whistle blew at the final match between ois and ifk and it was certain that ois had won the swedish title"
3602,shame,when i blurted out an answer in class without having been asked to do so the teacher told me that it was bad manners to do so
3603,anger,i was indignant at the unimpartiality shown by the referees at the football match between bulgaria and france
3604,sadness,losing a boyfriend for the second time to my friend he fell in love with her the same thing happened a few months earlier with another boyfriend
3605,sadness,china can not even give you good sound systems for an open lecture
3606,joy,one night i had a very good conversation with two friends i then realized how worthy they were for me and how happy i was to have them as friends
3607,disgust,a sour looking man was beating his thin dog in remuera
3608,anger,no response
3609,guilt,when i had promised to do some washing for my mother and i did not do it she did it herself despite her being ill i felt very guilty
3610,disgust,can ' t remember having had this feeling
3611,sadness,"felt sad about some street kids in queii square , aotea square because they had been sniffing glue and some were very young i went into the role of a performing clown"
3612,joy,i went to see the entrance examination results at university i rejoyced at my success
3613,disgust,"when i was accused of having impregnated someone ' s daughter , it was the girl ' s cousin who had done it"
3614,guilt,made a mistake at work
3615,shame,"when i was taking an exam in grade 5 the examinator found me with a note book and accused me of copying , all the students laughed at me"
3616,disgust,"we had come back from a programme and we were all ( three girls ) staying over at another girls placce one of them started passing very nasty and outright bitchy remarks at me it was brought on by a male colleague ' s compliments to me , this girl was herself interested in this guy bitchiness and catty remarks made by women never fail to disgust me i can particularly remember this incident as she knew that i had not encouraged the guy"
3617,shame,china cannot let you give more lectures because you are needed in the specialist clinics we are so backward in medicine
3618,disgust,"finding out that the class leader can go to your lectures , and his english is worse than mine"
3619,fear,"together with a little brother i biked on a lonely road in the polder then we were annoyed by a boy on a motorbike he took over , stopped , took over , etc then we saw he had something in his hand , we turned until we came across a man , who accompanied us"
3620,shame,"i told evil lies about a close friend of mine i was evil in order to sound jolly , to charm a person whom i wanted to impress i sold my friend , i was despicable"
3621,disgust,in broad daylight i saw an untidy old man pissing and playing with his penis in the middle of the town
3622,anger,listening to long speech of the party leaders wasting my time
3623,sadness,disappointed by a friend
3624,anger,my best friend betrayed me and told other people my secrets
3625,guilt,when i deliberately engineered a situation to cause tension between friends so as to bolster the impression one of them had of me !
3626,anger,my young brother took my wristwatch in my abscence and sold it to his friend at a cheaper price
3627,anger,being insulted on a bus
3628,sadness,to buy a car and didn ' t like the business and the car
3629,fear,the same situation as with sadness i was afraid about what my parents would further do to distroy my relationship
3630,anger,"at the weekend i wanted to be absent from school because of a sports event , but my teacher refused to give me the day off because he didn ' t like me"
3631,shame,when i walked out of my room with only my pants on and found my girlfriend and her female friend looking for me outside
3632,anger,when i saw that my bed at the hostel was a mess i guessed that someone else had used my daily necessities i felt that my personal sanity had been affected
3633,shame,"i recently became sexually involved with my sister ' s lover i care for him very much , but i am ashamed of the hurt i may cause her"
3634,joy,"when i was in a situation which seemed hopeless for me , i moved back to my parents for my father it went without saying anything ( normally he ofter grumbles at me )"
3635,anger,"while playing a ball game , i was just about to make a goal when i was thrown off my feet , and i failed to score the goal"
3636,sadness,"it was mid may 1985 , when we had a test on nursing my classmate had an answer sheet , so he tried to peep the nursing tutor caught him during this time i was turning my question paper and it made noise this friend blamed me of causing the whole matter for him to be caught"
3637,joy,my son was born
3638,shame,"i look up to my karate teacher when i came to a training lesson after i had not trained for one week , i was totally stiff i was ashamed"
3639,disgust,"i once watched the series called dynasty on tv , and i detested it"
3640,sadness,when my mother and father were on an excursion in chechoslovakia and i was at a student camp and i heard over the radio about the events that were taking place there
3641,anger,"i had a quarrel with my father , because i was of the opinion that he decided in an authoritarian way which tv program we should watch i became very angry and started throwing things through the room"
3642,shame,when i was still a child i was told off in face of other persons for having touched an object that didn ' t belong to me
3643,sadness,when i was not selected to go to the university of malawi i felt very sad
3644,guilt,i was not able to explain well to my good friend to make him less angry
3645,shame,that was what i felt when i told my first lie and then was cought
3646,guilt,a friend of mine felt bad because of something i had done to something that belonged to him
3647,anger,"unjust accusations directed at me and my way of acting , by someone close to me"
3648,guilt,calling lecturers nicknames when talking to housemen ( they told ne you are even younger than they are so you should not be giving public lectures )
3649,guilt,"before an accident , my aunt offered me the front seat of the car , next to the driver i declined , she took that seat and was killed there when the car crashed"
3650,anger,"during the christmas holdidays i wanted to invite my brother , his girlfriend and their child for dinner when i said to my brother ' s girlfriend that i would like them to come at my place for dinner , she refused and never mentioned it again as if i had never asked her"
3651,shame,"i asked my friend to come with me to a disco because i wanted to be with a person i know well but when i amused myself with others i let my friend sit alone , although i had asked her to come"
3652,anger,a colleague asked me to study with her i could not explain things as perfectly as she had expected so she reacted in an aggressive manner
3653,sadness,not being chosen for the english lectures ( my girl friend chosen )
3654,fear,"while he was drunk , my life partner tried to hit me i felt scared and fled to the bathroom"
3655,guilt,"when i have sometimes been unfair to my parents , when i have happened to deceive them over some trifling things"
3656,fear,two guys were fighting murderously and i feared that one of them would be killed
3657,anger,when i failed the m s c exams
3658,joy,"my boyfriend suffered form ill health for some months , this week the physician told him that he was restored to health"
3659,shame,"when someone pointed out that i was proud , yet i didn ' t dress up properly this was when i and my friend went for a dnce one saturday"
3660,sadness,when my mother left for kenya
3661,anger,"when i saw a big man hit another one , and nobody did anything"
3662,joy,"i felt happy at the end of a 10 day student camp we had shared our hopes and aspirations and in the open situation so generated , we had made strong frienships and experienced our own worth as well"
3663,disgust,"there is a certain person , whom i only have seen he makes me cringe , feel disgust"
3664,joy,"i was on holidays , and i was going to meet a friend whom i had not seen for six months again i felt very happy"
3665,disgust,"the way my husband and his family treated me unfairly , cruelly , and unjustly"
3666,fear,when i was treated improperly by someone
3667,joy,"when i had to undergo the final examination of secondary school , i lived together with a girlfriend we both were afraid to fail , but it appeard that we both had passed"
3668,joy,"a meeting with the family and the friends i felt dear and loved , sharing the gladness of being together at a birthday"
3669,sadness,when i came to know that my grandmother had died she was very close to me
3670,fear,i am afraid if i ' ll finish the term
3671,guilt,when i was responsible for getting my friend run out in a vital cricket match
3672,fear,to talk in a meeting expound my thoughts on a subject fear delayed me acting to do this
3673,sadness,finding out that the girl i like does not like me
